team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
VAN,2018,VAN,2018020219,VAN,DET,AWAY,20181106,Team Level,all,0.5833,0.5403,0.5714,3900.0,43.098,3.593,2.926,9.914,1.258,21.346,16.963,3.492,3.794,3.688,42.0,14.0,11.0,67.0,2.0,2.0,0.0,9.0,2.0,22.0,19.0,40.0,54.0,2.0,4.0,30.0,24.0,6.0,10.0,42.0,10.0,4.0,1.272,1.402,0.919,2.0,0.0,0.0,70.373,56.0,58.606,5.0,0.651,0.42,0.42,3.824,4.037,3.971,30.645,2.567,2.263,7.087,0.889,16.511,12.683,2.542,2.444,2.421,30.0,12.0,15.0,57.0,2.0,2.0,1.0,9.0,1.0,14.0,14.0,28.0,40.0,2.0,4.0,39.0,27.0,3.0,10.0,33.0,6.0,3.0,0.962,0.774,0.831,0.0,1.0,1.0,54.18,42.0,39.922,5.0,0.49,0.204,0.204,2.853,2.717,2.697
VAN,2018,VAN,2018020219,VAN,DET,AWAY,20181106,Team Level,5on5,0.6151,0.5238,0.5556,3403.0,34.873,3.114,2.352,8.138,1.011,17.1,13.285,3.013,3.315,3.209,36.0,9.0,10.0,55.0,2.0,2.0,0.0,8.0,1.0,20.0,12.0,34.0,43.0,1.0,2.0,26.0,24.0,6.0,8.0,32.0,10.0,3.0,1.009,1.402,0.702,2.0,0.0,0.0,58.373,45.0,47.606,4.0,0.496,0.42,0.42,3.19,3.403,3.337,25.79,1.949,1.828,6.281,0.765,14.46,10.718,1.926,1.826,1.804,26.0,10.0,14.0,50.0,1.0,2.0,1.0,9.0,1.0,12.0,11.0,25.0,35.0,2.0,4.0,32.0,26.0,2.0,8.0,30.0,4.0,2.0,0.875,0.51,0.564,0.0,1.0,0.0,47.18,36.0,33.922,5.0,0.38,0.204,0.204,2.124,1.988,1.97
VAN,2018,VAN,2018020219,VAN,DET,AWAY,20181106,Team Level,4on5,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.497,0.475,0.333,0.449,0.066,1.152,0.524,0.473,0.475,0.473,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.036,0.171,0.267,0.0,0.0,1.0,4.0,3.0,3.0,0.0,0.085,0.0,0.0,0.56,0.56,0.558
VAN,2018,VAN,2018020219,VAN,DET,AWAY,20181106,Team Level,5on4,0.6047,0.75,0.75,360.0,4.295,0.078,0.32,1.05,0.136,2.731,1.685,0.078,0.078,0.078,2.0,4.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,6.0,1.0,2.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.078,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.081,0.0,0.0,0.16,0.16,0.16,1.539,0.051,0.058,0.217,0.038,0.556,1.081,0.051,0.051,0.051,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,0.051,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.013,0.0,0.0,0.064,0.064,0.064
VAN,2018,VAN,2018020227,VAN,BOS,AWAY,20181108,Team Level,other,0.2342,0.375,0.4286,101.0,1.971,0.122,0.128,0.334,0.07,1.194,1.151,0.122,0.122,0.122,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.011,0.111,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.032,0.0,0.0,0.154,0.154,0.154,2.934,0.399,0.188,0.599,0.105,1.567,1.143,0.381,0.399,0.381,2.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.087,0.312,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.047,0.177,0.177,0.268,0.268,0.262
VAN,2018,VAN,2018020227,VAN,BOS,AWAY,20181108,Team Level,all,0.4521,0.5043,0.4894,3600.0,33.092,2.594,2.024,7.981,1.274,17.31,14.817,2.591,2.737,2.734,33.0,13.0,12.0,58.0,8.0,0.0,0.0,9.0,1.0,9.0,19.0,25.0,38.0,7.0,17.0,39.0,15.0,11.0,6.0,37.0,6.0,3.0,0.708,0.771,1.114,4.0,1.0,3.0,61.586,46.0,48.469,1.0,0.446,0.0,0.0,3.04,3.206,3.202,33.045,3.144,2.245,7.439,1.075,19.929,14.168,3.043,3.036,2.937,28.0,20.0,9.0,57.0,5.0,2.0,1.0,8.0,0.0,17.0,16.0,23.0,43.0,7.0,17.0,36.0,23.0,9.0,14.0,34.0,13.0,1.0,1.042,1.634,0.468,1.0,3.0,1.0,54.359,48.0,45.977,3.0,0.503,0.645,0.645,3.002,2.876,2.809
VAN,2018,VAN,2018020227,VAN,BOS,AWAY,20181108,Team Level,5on5,0.4574,0.5256,0.4921,2655.0,22.612,1.486,1.39,5.87,0.84,11.878,9.535,1.483,1.629,1.626,23.0,8.0,10.0,41.0,5.0,0.0,0.0,7.0,0.0,8.0,11.0,18.0,26.0,5.0,13.0,29.0,13.0,9.0,6.0,25.0,5.0,1.0,0.608,0.66,0.218,3.0,1.0,1.0,44.586,31.0,33.469,1.0,0.283,0.0,0.0,1.769,1.935,1.931,21.796,1.763,1.378,5.123,0.696,12.974,10.067,1.712,1.655,1.605,19.0,13.0,5.0,37.0,3.0,1.0,1.0,4.0,0.0,12.0,12.0,16.0,29.0,5.0,13.0,26.0,22.0,8.0,11.0,25.0,6.0,1.0,0.604,0.69,0.468,1.0,1.0,1.0,34.359,32.0,29.977,3.0,0.283,0.468,0.468,1.577,1.451,1.43
VAN,2018,VAN,2018020227,VAN,BOS,AWAY,20181108,Team Level,4on5,0.0387,0.1765,0.2143,360.0,2.039,0.038,0.054,0.312,0.056,0.689,1.851,0.038,0.038,0.038,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,1.0,0.0,3.0,0.0,0.0,0.038,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,0.013,0.0,0.0,0.051,0.051,0.051,7.618,0.943,0.643,1.65,0.258,5.13,2.376,0.911,0.943,0.911,7.0,4.0,3.0,14.0,2.0,0.0,0.0,4.0,0.0,4.0,1.0,5.0,9.0,2.0,4.0,6.0,0.0,0.0,2.0,6.0,5.0,0.0,0.311,0.632,0.0,0.0,2.0,0.0,14.0,11.0,11.0,0.0,0.165,0.0,0.0,1.108,1.108,1.068
VAN,2018,VAN,2018020227,VAN,BOS,AWAY,20181108,Team Level,5on4,0.9595,0.9167,0.9,484.0,6.469,0.948,0.453,1.464,0.308,3.549,2.28,0.948,0.948,0.948,6.0,3.0,2.0,11.0,2.0,0.0,0.0,2.0,0.0,1.0,4.0,4.0,7.0,0.0,0.0,4.0,0.0,1.0,0.0,7.0,0.0,2.0,0.051,0.0,0.897,0.0,0.0,2.0,11.0,9.0,9.0,0.0,0.118,0.0,0.0,1.066,1.066,1.066,0.697,0.04,0.035,0.068,0.016,0.259,0.583,0.04,0.04,0.04,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.009,0.0,0.0,0.049,0.049,0.049
VAN,2018,VAN,2018020242,VAN,BUF,AWAY,20181110,Team Level,other,0.4547,0.5,0.4545,53.0,0.0,0.326,0.0,0.0,0.0,0.0,0.0,0.322,0.326,0.322,2.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,5.0,0.0,0.0,2.0,1.0,0.0,1.0,5.0,0.0,0.0,0.326,0.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.391,0.0,0.0,0.0,0.0,0.0,0.375,0.391,0.375,5.0,1.0,0.0,6.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,4.0,1.0,2.0,2.0,0.0,1.0,0.0,6.0,0.0,0.0,0.391,0.0,0.0,2.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.065,0.065,0.0,0.0,0.0
VAN,2018,VAN,2018020242,VAN,BUF,AWAY,20181110,Team Level,all,0.4902,0.4839,0.4902,3900.0,0.0,3.262,0.0,0.0,0.0,0.0,0.0,3.168,3.377,3.28,39.0,11.0,10.0,60.0,3.0,0.0,0.0,8.0,0.0,15.0,24.0,36.0,47.0,2.0,4.0,29.0,10.0,3.0,7.0,50.0,0.0,0.0,3.262,0.0,0.0,3.0,0.0,0.0,61.431,50.0,51.123,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.392,0.0,0.0,0.0,0.0,0.0,3.277,3.293,3.18,37.0,15.0,12.0,64.0,3.0,5.0,2.0,8.0,4.0,13.0,19.0,34.0,49.0,4.0,8.0,34.0,17.0,4.0,10.0,52.0,0.0,0.0,3.392,0.0,0.0,3.0,0.0,0.0,62.874,52.0,51.163,4.0,0.0,0.326,0.326,0.0,0.0,0.0
VAN,2018,VAN,2018020242,VAN,BUF,AWAY,20181110,Team Level,5on5,0.5063,0.49,0.5063,3201.0,0.0,2.609,0.0,0.0,0.0,0.0,0.0,2.524,2.724,2.636,33.0,7.0,9.0,49.0,3.0,0.0,0.0,6.0,0.0,14.0,17.0,30.0,37.0,1.0,2.0,24.0,9.0,3.0,6.0,40.0,0.0,0.0,2.609,0.0,0.0,3.0,0.0,0.0,50.431,40.0,41.123,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.544,0.0,0.0,0.0,0.0,0.0,2.458,2.445,2.361,27.0,12.0,12.0,51.0,1.0,4.0,1.0,6.0,3.0,10.0,15.0,26.0,38.0,3.0,6.0,27.0,15.0,3.0,10.0,39.0,0.0,0.0,2.544,0.0,0.0,1.0,0.0,0.0,49.874,39.0,38.163,4.0,0.0,0.261,0.261,0.0,0.0,0.0
VAN,2018,VAN,2018020242,VAN,BUF,AWAY,20181110,Team Level,4on5,0.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.326,0.0,0.0,0.0,0.0,0.0,0.314,0.326,0.314,4.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.326,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAN,2018,VAN,2018020242,VAN,BUF,AWAY,20181110,Team Level,5on4,0.7149,0.7143,0.7143,413.0,0.0,0.326,0.0,0.0,0.0,0.0,0.0,0.322,0.326,0.322,4.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,4.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.326,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.13,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAN,2018,VAN,2018020260,VAN,NYR,AWAY,20181112,Team Level,other,0.9018,0.8182,0.8333,267.0,3.66,0.202,0.442,0.823,0.152,2.63,0.75,0.196,0.202,0.196,5.0,0.0,4.0,9.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,5.0,5.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,1.0,0.0,0.096,0.106,0.0,0.0,0.0,0.0,9.0,5.0,5.0,0.0,0.122,0.045,0.045,0.279,0.279,0.271,0.615,0.022,0.041,0.139,0.018,0.372,0.408,0.022,0.022,0.022,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.01,0.0,0.0,0.031,0.031,0.031
VAN,2018,VAN,2018020260,VAN,NYR,AWAY,20181112,Team Level,all,0.3367,0.549,0.5616,3600.0,29.152,1.135,1.779,7.292,0.963,16.834,12.998,1.127,1.189,1.18,26.0,15.0,15.0,56.0,1.0,2.0,0.0,5.0,0.0,18.0,15.0,25.0,40.0,7.0,17.0,23.0,18.0,5.0,5.0,40.0,1.0,0.0,1.029,0.106,0.0,1.0,0.0,0.0,57.759,41.0,42.294,2.0,0.396,0.045,0.045,1.486,1.554,1.543,23.511,2.236,1.853,4.955,0.742,12.466,9.748,2.102,2.203,2.069,27.0,5.0,14.0,46.0,2.0,2.0,1.0,5.0,2.0,9.0,12.0,25.0,30.0,5.0,13.0,30.0,23.0,12.0,22.0,20.0,10.0,2.0,0.549,1.204,0.483,1.0,0.0,1.0,45.327,32.0,31.651,14.0,0.42,0.483,0.483,2.174,2.134,2.049
VAN,2018,VAN,2018020260,VAN,NYR,AWAY,20181112,Team Level,5on5,0.505,0.589,0.6226,2621.0,23.679,0.908,1.187,6.054,0.726,12.772,11.353,0.906,0.962,0.96,20.0,13.0,10.0,43.0,1.0,0.0,0.0,5.0,0.0,13.0,14.0,19.0,32.0,6.0,15.0,16.0,16.0,4.0,3.0,33.0,0.0,0.0,0.908,0.0,0.0,1.0,0.0,0.0,44.759,33.0,34.294,1.0,0.241,0.0,0.0,1.149,1.217,1.214,14.62,0.89,0.976,3.231,0.426,7.894,6.582,0.882,0.856,0.849,17.0,3.0,10.0,30.0,1.0,0.0,0.0,2.0,2.0,7.0,8.0,16.0,19.0,4.0,11.0,19.0,21.0,8.0,19.0,16.0,4.0,0.0,0.449,0.441,0.0,1.0,0.0,0.0,29.327,20.0,19.651,13.0,0.202,0.0,0.0,1.091,1.051,1.042
VAN,2018,VAN,2018020260,VAN,NYR,AWAY,20181112,Team Level,4on5,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.545,1.314,0.815,1.456,0.275,3.966,2.174,1.188,1.314,1.188,8.0,2.0,3.0,13.0,1.0,2.0,1.0,2.0,0.0,2.0,3.0,7.0,9.0,1.0,2.0,6.0,0.0,1.0,1.0,2.0,6.0,2.0,0.068,0.763,0.483,0.0,0.0,1.0,13.0,10.0,10.0,0.0,0.203,0.483,0.483,1.034,1.034,0.959
VAN,2018,VAN,2018020260,VAN,NYR,AWAY,20181112,Team Level,5on4,0.6857,0.8,0.75,232.0,1.814,0.024,0.15,0.415,0.085,1.432,0.895,0.024,0.024,0.024,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.034,0.0,0.0,0.058,0.058,0.058,0.73,0.011,0.02,0.129,0.022,0.234,0.584,0.011,0.011,0.011,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.006,0.0,0.0,0.017,0.017,0.017
VAN,2018,VAN,2018020266,VAN,NYI,AWAY,20181113,Team Level,other,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.775,0.076,0.055,0.108,0.021,0.33,0.411,0.076,0.076,0.076,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.076,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.013,0.0,0.0,0.089,0.089,0.089
VAN,2018,VAN,2018020266,VAN,NYI,AWAY,20181113,Team Level,all,0.3767,0.4184,0.4267,3600.0,21.34,2.127,1.636,4.952,0.932,12.965,9.389,2.121,2.134,2.128,24.0,8.0,9.0,41.0,2.0,1.0,1.0,5.0,3.0,10.0,11.0,22.0,30.0,4.0,10.0,23.0,16.0,1.0,15.0,25.0,6.0,1.0,0.613,0.639,0.874,1.0,0.0,1.0,40.283,32.0,31.422,9.0,0.344,0.874,0.874,1.597,1.605,1.602,31.825,3.52,2.346,6.707,0.977,17.364,12.086,3.44,3.524,3.444,34.0,9.0,14.0,57.0,5.0,1.0,0.0,8.0,1.0,15.0,13.0,29.0,38.0,4.0,8.0,30.0,15.0,5.0,14.0,28.0,11.0,4.0,0.971,1.482,1.067,1.0,3.0,1.0,59.054,43.0,44.137,8.0,0.506,0.298,0.298,3.727,3.729,3.682
VAN,2018,VAN,2018020266,VAN,NYI,AWAY,20181113,Team Level,5on5,0.2981,0.4026,0.4068,2500.0,15.53,1.149,1.19,3.927,0.766,9.566,7.402,1.148,1.156,1.155,16.0,8.0,7.0,31.0,1.0,0.0,0.0,5.0,2.0,8.0,8.0,15.0,23.0,4.0,10.0,15.0,15.0,0.0,9.0,18.0,6.0,0.0,0.51,0.639,0.0,1.0,0.0,0.0,30.283,24.0,23.422,6.0,0.244,0.0,0.0,1.393,1.401,1.399,26.015,2.705,1.862,5.57,0.779,13.901,10.183,2.641,2.709,2.645,26.0,9.0,11.0,46.0,4.0,1.0,0.0,6.0,1.0,13.0,10.0,22.0,31.0,3.0,6.0,21.0,14.0,5.0,11.0,24.0,7.0,4.0,0.676,0.961,1.067,1.0,2.0,1.0,48.054,35.0,36.137,8.0,0.388,0.298,0.298,2.795,2.796,2.768
VAN,2018,VAN,2018020266,VAN,NYI,AWAY,20181113,Team Level,4on5,0.0538,0.0909,0.125,513.0,0.668,0.042,0.024,0.112,0.021,0.242,0.558,0.042,0.042,0.042,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,0.042,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.005,0.0,0.0,0.048,0.048,0.048,5.036,0.739,0.429,1.029,0.177,3.134,1.492,0.723,0.739,0.723,7.0,0.0,3.0,10.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,6.0,6.0,1.0,2.0,3.0,0.0,0.0,3.0,3.0,4.0,0.0,0.219,0.521,0.0,0.0,1.0,0.0,10.0,7.0,7.0,0.0,0.105,0.0,0.0,0.844,0.844,0.825
VAN,2018,VAN,2018020266,VAN,NYI,AWAY,20181113,Team Level,5on4,1.0,1.0,1.0,489.0,5.142,0.935,0.421,0.912,0.146,3.157,1.428,0.931,0.935,0.931,7.0,0.0,2.0,9.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,6.0,6.0,0.0,0.0,3.0,0.0,0.0,4.0,6.0,0.0,1.0,0.061,0.0,0.874,0.0,0.0,1.0,9.0,7.0,7.0,1.0,0.095,0.874,0.874,0.156,0.156,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAN,2018,VAN,2018020282,VAN,MIN,AWAY,20181115,Team Level,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAN,2018,VAN,2018020282,VAN,MIN,AWAY,20181115,Team Level,all,0.4763,0.4681,0.48,3600.0,24.874,1.58,1.503,5.049,0.73,13.828,13.31,1.569,1.562,1.551,27.0,9.0,8.0,44.0,2.0,0.0,0.0,7.0,2.0,6.0,19.0,25.0,34.0,2.0,4.0,29.0,14.0,4.0,3.0,31.0,3.0,2.0,0.631,0.273,0.677,1.0,0.0,1.0,41.813,36.0,35.239,1.0,0.33,0.0,0.0,1.91,1.889,1.876,26.796,1.737,1.737,6.351,0.91,16.09,12.175,1.695,1.77,1.727,29.0,10.0,11.0,50.0,6.0,1.0,0.0,6.0,2.0,13.0,11.0,23.0,33.0,6.0,12.0,40.0,15.0,8.0,6.0,34.0,3.0,2.0,0.955,0.299,0.484,2.0,3.0,1.0,55.016,39.0,40.59,4.0,0.362,0.021,0.021,2.078,2.118,2.07
VAN,2018,VAN,2018020282,VAN,MIN,AWAY,20181115,Team Level,5on5,0.4204,0.4026,0.4167,2798.0,17.084,1.028,0.991,3.704,0.503,9.083,9.691,1.016,1.009,0.998,19.0,6.0,6.0,31.0,1.0,0.0,0.0,6.0,0.0,6.0,12.0,18.0,24.0,2.0,4.0,23.0,13.0,3.0,2.0,21.0,3.0,1.0,0.543,0.273,0.212,1.0,0.0,0.0,28.813,25.0,24.238,0.0,0.203,0.0,0.0,1.23,1.209,1.196,24.649,1.417,1.518,5.994,0.818,14.727,10.526,1.38,1.45,1.412,25.0,10.0,11.0,46.0,4.0,1.0,0.0,6.0,2.0,12.0,10.0,21.0,31.0,6.0,12.0,32.0,15.0,7.0,5.0,32.0,2.0,1.0,0.93,0.207,0.281,2.0,2.0,0.0,51.016,35.0,36.59,4.0,0.309,0.021,0.021,1.705,1.745,1.703
VAN,2018,VAN,2018020282,VAN,MIN,AWAY,20181115,Team Level,4on5,0.0618,0.4,0.4,179.0,1.537,0.021,0.032,0.158,0.036,0.362,1.391,0.021,0.021,0.021,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.008,0.0,0.0,0.028,0.028,0.028,1.847,0.319,0.209,0.347,0.082,1.353,0.69,0.314,0.319,0.314,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.024,0.092,0.203,0.0,1.0,1.0,3.0,3.0,3.0,0.0,0.051,0.0,0.0,0.37,0.37,0.364
